year,week,state,state_name,disease,cases,incidence_per_capita
1966,08,AZ,ARIZONA,RUBELLA,83,5.14
1966,08,CA,CALIFORNIA,RUBELLA,67,0.36
1966,08,CO,COLORADO,RUBELLA,22,1.1
1966,08,CT,CONNECTICUT,RUBELLA,40,1.38
1966,08,DE,DELAWARE,RUBELLA,1,0.19
1966,08,FL,FLORIDA,RUBELLA,25,0.41
1966,08,IA,IOWA,RUBELLA,52,1.88
1966,08,ID,IDAHO,RUBELLA,8,1.16
1966,08,IL,ILLINOIS,RUBELLA,87,0.8
1966,08,IN,INDIANA,RUBELLA,54,1.08
1966,08,KY,KENTUCKY,RUBELLA,95,3.02
1966,08,MA,MASSACHUSETTS,RUBELLA,13,0.23
1966,08,MD,MARYLAND,RUBELLA,1,0.03
1966,08,ME,MAINE,RUBELLA,9,0.9
1966,08,MI,MICHIGAN,RUBELLA,64,0.75
1966,08,MN,MINNESOTA,RUBELLA,5,0.14
1966,08,MO,MISSOURI,RUBELLA,3,0.07
1966,08,MT,MONTANA,RUBELLA,4,0.57
1966,08,ND,NORTH DAKOTA,RUBELLA,8,1.24
1966,08,NY,NEW YORK,RUBELLA,57,0.32
1966,08,OH,OHIO,RUBELLA,37,0.36
1966,08,OR,OREGON,RUBELLA,34,1.73
1966,08,RI,RHODE ISLAND,RUBELLA,1,0.11
1966,08,SC,SOUTH CAROLINA,RUBELLA,4,0.16
1966,08,TN,TENNESSEE,RUBELLA,39,1.02
1966,08,UT,UTAH,RUBELLA,2,0.2
1966,08,VA,VIRGINIA,RUBELLA,33,0.74
1966,08,VT,VERMONT,RUBELLA,2,0.48
1966,08,WA,WASHINGTON,RUBELLA,93,3.04
1966,08,WI,WISCONSIN,RUBELLA,193,4.52
1966,08,WV,WEST VIRGINIA,RUBELLA,37,2.08
1966,09,AK,ALASKA,RUBELLA,2,0.74
1966,09,AL,ALABAMA,RUBELLA,3,0.09
1966,09,AZ,ARIZONA,RUBELLA,114,7.06
1966,09,CA,CALIFORNIA,RUBELLA,124,0.66
1966,09,CO,COLORADO,RUBELLA,15,0.75
1966,09,CT,CONNECTICUT,RUBELLA,99,3.41
1966,09,DE,DELAWARE,RUBELLA,1,0.19
1966,09,FL,FLORIDA,RUBELLA,43,0.7
1966,09,HI,HAWAII,RUBELLA,6,0.85
1966,09,IA,IOWA,RUBELLA,52,1.88
1966,09,IL,ILLINOIS,RUBELLA,81,0.75
1966,09,IN,INDIANA,RUBELLA,71,1.42
1966,09,KY,KENTUCKY,RUBELLA,17,0.54
1966,09,MA,MASSACHUSETTS,RUBELLA,43,0.78
1966,09,MD,MARYLAND,RUBELLA,17,0.46
1966,09,ME,MAINE,RUBELLA,3,0.3
1966,09,MI,MICHIGAN,RUBELLA,161,1.89
1966,09,MN,MINNESOTA,RUBELLA,6,0.17
1966,09,MT,MONTANA,RUBELLA,6,0.85
1966,09,ND,NORTH DAKOTA,RUBELLA,1,0.15
1966,09,NH,NEW HAMPSHIRE,RUBELLA,7,1.03
1966,09,NY,NEW YORK,RUBELLA,68,0.38
1966,09,OH,OHIO,RUBELLA,44,0.43
1966,09,OR,OREGON,RUBELLA,26,1.32
1966,09,SC,SOUTH CAROLINA,RUBELLA,18,0.71
1966,09,TN,TENNESSEE,RUBELLA,61,1.6
1966,09,UT,UTAH,RUBELLA,5,0.5
1966,09,VA,VIRGINIA,RUBELLA,13,0.29
1966,09,VT,VERMONT,RUBELLA,5,1.21
1966,09,WA,WASHINGTON,RUBELLA,186,6.08
1966,09,WI,WISCONSIN,RUBELLA,176,4.12
1966,09,WV,WEST VIRGINIA,RUBELLA,11,0.62
1966,10,AK,ALASKA,RUBELLA,3,1.11
1966,10,AL,ALABAMA,RUBELLA,7,0.2
1966,10,AZ,ARIZONA,RUBELLA,161,9.98
1966,10,CA,CALIFORNIA,RUBELLA,133,0.71
1966,10,CO,COLORADO,RUBELLA,19,0.95
1966,10,CT,CONNECTICUT,RUBELLA,84,2.89
1966,10,DE,DELAWARE,RUBELLA,2,0.39
1966,10,FL,FLORIDA,RUBELLA,42,0.69
1966,10,HI,HAWAII,RUBELLA,2,0.28
1966,10,IA,IOWA,RUBELLA,39,1.41
1966,10,ID,IDAHO,RUBELLA,12,1.74
1966,10,IL,ILLINOIS,RUBELLA,141,1.3
1966,10,IN,INDIANA,RUBELLA,87,1.74
1966,10,KY,KENTUCKY,RUBELLA,71,2.26
1966,10,MA,MASSACHUSETTS,RUBELLA,26,0.47
1966,10,MD,MARYLAND,RUBELLA,5,0.14
1966,10,ME,MAINE,RUBELLA,12,1.2
1966,10,MI,MICHIGAN,RUBELLA,128,1.5
1966,10,MN,MINNESOTA,RUBELLA,3,0.08
1966,10,MT,MONTANA,RUBELLA,9,1.27
1966,10,ND,NORTH DAKOTA,RUBELLA,1,0.15
1966,10,NH,NEW HAMPSHIRE,RUBELLA,14,2.06
1966,10,NY,NEW YORK,RUBELLA,85,0.48
1966,10,OH,OHIO,RUBELLA,41,0.4
1966,10,OR,OREGON,RUBELLA,42,2.13
1966,10,PA,PENNSYLVANIA,RUBELLA,3,0.03
1966,10,RI,RHODE ISLAND,RUBELLA,4,0.44
1966,10,SC,SOUTH CAROLINA,RUBELLA,18,0.71
1966,10,TN,TENNESSEE,RUBELLA,65,1.7
1966,10,TX,TEXAS,RUBELLA,2,0.02
1966,10,UT,UTAH,RUBELLA,6,0.59
1966,10,VA,VIRGINIA,RUBELLA,62,1.39
1966,10,VT,VERMONT,RUBELLA,3,0.73
1966,10,WA,WASHINGTON,RUBELLA,112,3.66
1966,10,WI,WISCONSIN,RUBELLA,187,4.38
1966,10,WV,WEST VIRGINIA,RUBELLA,96,5.41
1966,11,AK,ALASKA,RUBELLA,2,0.74
1966,11,AZ,ARIZONA,RUBELLA,150,9.29
1966,11,CA,CALIFORNIA,RUBELLA,115,0.61
1966,11,CO,COLORADO,RUBELLA,19,0.95
1966,11,CT,CONNECTICUT,RUBELLA,110,3.79
1966,11,DE,DELAWARE,RUBELLA,6,1.16
1966,11,FL,FLORIDA,RUBELLA,32,0.52
1966,11,HI,HAWAII,RUBELLA,4,0.56
1966,11,IA,IOWA,RUBELLA,105,3.8
1966,11,ID,IDAHO,RUBELLA,5,0.73
1966,11,IL,ILLINOIS,RUBELLA,183,1.69
1966,11,IN,INDIANA,RUBELLA,89,1.78
1966,11,KY,KENTUCKY,RUBELLA,185,5.88
1966,11,MA,MASSACHUSETTS,RUBELLA,74,1.34
1966,11,MD,MARYLAND,RUBELLA,35,0.95
1966,11,ME,MAINE,RUBELLA,6,0.6
1966,11,MI,MICHIGAN,RUBELLA,53,0.62
1966,11,MN,MINNESOTA,RUBELLA,16,0.44
1966,11,MT,MONTANA,RUBELLA,5,0.71
1966,11,ND,NORTH DAKOTA,RUBELLA,5,0.77
1966,11,NH,NEW HAMPSHIRE,RUBELLA,16,2.35
1966,11,NY,NEW YORK,RUBELLA,104,0.58
1966,11,OH,OHIO,RUBELLA,22,0.21
1966,11,OR,OREGON,RUBELLA,24,1.22
1966,11,PA,PENNSYLVANIA,RUBELLA,3,0.03
1966,11,RI,RHODE ISLAND,RUBELLA,3,0.33
1966,11,SC,SOUTH CAROLINA,RUBELLA,21,0.83
1966,11,TN,TENNESSEE,RUBELLA,82,2.15
1966,11,TX,TEXAS,RUBELLA,1,0.01
1966,11,UT,UTAH,RUBELLA,1,0.1
1966,11,VA,VIRGINIA,RUBELLA,55,1.23
1966,11,WA,WASHINGTON,RUBELLA,109,3.57
1966,11,WI,WISCONSIN,RUBELLA,236,5.52
1966,11,WV,WEST VIRGINIA,RUBELLA,31,1.75
1966,11,WY,WYOMING,RUBELLA,3,0.93
1966,12,AK,ALASKA,RUBELLA,2,0.74
1966,12,AL,ALABAMA,RUBELLA,4,0.12
1966,12,AZ,ARIZONA,RUBELLA,135,8.36
1966,12,CA,CALIFORNIA,RUBELLA,203,1.08
1966,12,CO,COLORADO,RUBELLA,35,1.74
1966,12,CT,CONNECTICUT,RUBELLA,87,3
1966,12,DE,DELAWARE,RUBELLA,2,0.39
1966,12,FL,FLORIDA,RUBELLA,116,1.9
1966,12,HI,HAWAII,RUBELLA,5,0.7
1966,12,IA,IOWA,RUBELLA,68,2.46
1966,12,ID,IDAHO,RUBELLA,11,1.6
1966,12,IL,ILLINOIS,RUBELLA,107,0.99
1966,12,IN,INDIANA,RUBELLA,89,1.78
1966,12,KY,KENTUCKY,RUBELLA,48,1.53
1966,12,MA,MASSACHUSETTS,RUBELLA,57,1.03
